"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","num.signal","adj.r.squared.original","quad.coeff","RMSE","Sample","threshold"
0.918839454417448,0.918834392166047,2.53531633748252,181508.064629307,0,3,-75334.4718160289,150676.943632058,150710.446087767,206108.334675907,32065,32068,0.643,0.0179,2.53519774376126,17,0.9
0.938208803439307,0.938191077909599,1.73820732928777,52929.8034482462,0,3,-13751.7547699,27511.5095397999,27538.9098902267,21064.9548249795,6972,6975,0.968,-0.0135,1.73783348105691,18,0.9
0.92506055207984,0.925033281538384,0.660133924767084,33921.6056118227,0,3,-5517.43888204707,11042.8777640941,11069.3270502402,2395.02928526165,5496,5499,0.786,0.0104,0.659953830936215,19,0.9
0.777877872218973,0.777831591954825,1.65931931157026,16807.9825500117,0,3,-18485.6720404121,36979.3440808242,37008.0229875806,26429.3162058223,9599,9602,0.883,0.0037,1.65906007668079,1,0.93
0.940938371700655,0.940927075606498,1.62238281589355,83297.6742785031,0,3,-19902.1484015305,39812.2968030609,39841.3180580114,27524.141595664,10457,10460,0.621,0.0189,1.62215014392985,2,0.93
0.898384614287182,0.89834635548232,0.899020090632615,23481.7741310385,0,3,-6974.37667791565,13956.7533558313,13983.0665089944,4293.35559929403,5312,5315,0.704,0.0098,0.898766333251458,3,0.93
0.978976866503693,0.978973988987474,1.11209062759648,340215.933458846,0,3,-22289.0088395071,44586.0176790143,44616.3768937245,18071.3261809918,14612,14615,0.791,0.0194,1.11197648311792,4,0.93
0.974148485975482,0.974141508508808,0.927535398369957,139613.491771355,0,3,-9959.45315984436,19926.9063196887,19954.5502816673,6374.98539184923,7410,7413,0.63,0.0187,0.927347695160837,5,0.93
0.929468176996619,0.929461419132961,2.23884070980219,137538.758396316,0,3,-46447.6688165866,92903.3376331731,92935.1232465872,104628.998828012,20874,20877,0.785,0.017,2.23867984465309,6,0.93
0.913998947259015,0.913986961049573,2.59850645926819,76254.2112866267,0,3,-34070.7330924958,68149.4661849916,68179.7530420259,96894.5840006195,14350,14353,0.654,0.0179,2.59823488096517,7,0.93
0.920812768857462,0.920810818625191,2.5470628158338,472155.436264569,0,3,-191159.399241337,382326.798482673,382364.017706613,526839.254041523,81208,81211,0.232,-0.0184,2.54701577011945,8,0.93
0.956548164358995,0.956546341791332,1.63408080309637,524835.474728756,0,3,-91077.7549911857,182163.509982371,182198.59947102,127321.433427714,47682,47685,0.593,0.0249,1.63402939993483,9,0.93
0.91287735444304,0.912875332543376,1.99498549226849,451494.884169424,0,3,-181805.91946736,363619.838934721,363657.295801193,342989.585948581,86179,86182,0.751,0.0176,1.9949507691908,10,0.93
0.940853434645308,0.940852380959146,2.02446012873793,892916.190994946,0,3,-238484.979623145,476977.95924629,477016.473858515,460115.331763373,112266,112269,0.903,0.0132,2.02443308021626,11,0.93
0.912081593560935,0.912078372398539,1.82617442681306,283152.937171421,0,3,-110335.745682859,220679.491365718,220715.12186297,182046.232871727,54588,54591,0.479,0.0165,1.82612424822548,12,0.93
0.948053142365226,0.948050217100126,1.32442330292172,324091.359298154,0,3,-60377.8040801715,120763.608160343,120797.519452517,62298.5120822992,35516,35519,0.773,0.0109,1.32436737012787,13,0.93
0.924447567440378,0.924443042258745,1.64838569965239,204289.604756333,0,3,-64074.6545349469,128157.309069894,128190.973715762,90731.9214516188,33392,33395,0.628,0.012,1.6483116576077,14,0.93
0.903144319868711,0.903141696510952,1.47393682175401,344270.359947023,0,3,-133425.41175421,266858.823508419,266895.662348575,160418.815963681,73841,73844,0.793,-0.006,1.47390688123496,15,0.93
0.890827409508951,0.890825494502715,2.62998030627596,465182.511107123,0,3,-272042.90179643,544093.80359286,544132.380144544,788639.293234934,114018,114021,0.8,0.0171,2.62994570741777,16,0.93
0.880805260747685,0.880803294616463,3.37042703049708,447989.05104808,0,3,-319370.964619128,638749.929238257,638788.751710482,1377350.40755179,121248,121251,0.719,0.0205,3.37038533457855,17,0.93
0.923069736999991,0.923067326148753,2.47441051538263,382881.25061611,0,3,-148383.191872633,296774.383745267,296810.639220891,390751.186180959,63820,63823,0.25,0.0183,2.47435235986832,18,0.93
0.957548226602022,0.957545960392312,1.56533548916075,422532.928993652,0,3,-69952.7061124173,139913.412224835,139947.537194892,91799.560129203,37465,37468,0.593,0.025,1.56527282101098,19,0.93
0.916876129792125,0.916873607485675,1.92907391364602,363507.031371378,0,3,-136834.552316936,273677.104633873,273713.489058437,245276.328815807,65911,65914,0.75,0.0177,1.92903001335479,1,0.96
0.937524475816773,0.937522980954554,2.05614998554519,627164.472684297,0,3,-178862.194281077,357732.388562153,357769.723278852,353385.170205687,83587,83590,0.905,0.0132,2.05611308815733,2,0.96
0.915183536441431,0.915179052119577,1.63683246474642,204085.158494026,0,3,-72320.0787628601,144648.15752572,144682.321062326,101349.553741582,37828,37831,0.437,0.0167,1.63676756301571,3,0.96
0.945952044615176,0.945948039876336,1.263589742417,236208.17296839,0,3,-44618.4059856673,89244.8119713346,89277.6255991052,43097.0207305225,26992,26995,0.788,0.0109,1.26351952803375,4,0.96
0.923357580746112,0.92335143188982,1.62856851517907,150167.370462097,0,3,-47534.8471586818,95077.6943173636,95110.1899469553,66117.576501801,24929,24932,0.644,0.012,1.62847053161326,5,0.96
0.894610031549378,0.894606349224874,1.4823023606703,242947.092445095,0,3,-103755.257010531,207518.514021062,207554.334333512,125771.086531095,57241,57244,0.793,0.006,1.48226351847421,6,0.96
0.895482606406401,0.895480258676949,2.58009253239673,381424.957536874,0,3,-210735.148438695,421478.29687739,421515.884241334,592708.399806518,89037,89040,0.804,0.0173,2.58004906685992,7,0.96
0.881193953339309,0.881191373851562,3.25084642638222,341615.870939761,0,3,-239310.206570068,478628.413140136,478666.13648613,973482.117177429,92116,92119,0.706,0.0199,3.25079349148995,8,0.96
0.92463619597499,0.924633363813997,2.41906218002501,326477.272388339,0,3,-122534.795851898,245077.591703797,245113.120687448,311436.086636631,53220,53223,0.259,0.0182,2.41899400189893,9,0.96
0.958096118721618,0.958093416378647,1.51444217770795,354542.753838445,0,3,-56881.4005484968,113770.801096994,113804.170130911,71129.4043546696,31013,31016,0.597,0.025,1.51436893427873,10,0.96
0.919683629543462,0.919680669335205,1.89538055975442,310682.0701052,0,3,-111699.423023148,223406.846046296,223442.452732641,194941.65459103,54264,54267,0.751,0.0178,1.89532816861185,11,0.96
0.933436269123407,0.933434319195006,2.09710440024933,478702.842844047,0,3,-147440.253602206,294888.507204412,294925.032458783,300254.19905136,68273,68276,0.904,0.0131,2.0970583270881,12,0.96
0.910428186092001,0.910422068216589,1.5495963903342,148814.437165068,0,3,-54378.7839086286,108765.567817257,108798.707140131,70313.3724255352,29282,29285,0.415,0.0171,1.54951701679426,13,0.96
0.945565890963876,0.945561043543329,1.22569877531089,195065.784314249,0,3,-36441.9637897357,72891.9275794713,72924.0059005574,33740.9976384689,22459,22462,0.796,0.0109,1.22561692108795,14,0.96
0.922473983426007,0.92246642617918,1.61204333617078,122064.821297039,0,3,-38913.4704499203,77834.9408998405,77866.6575210377,53317.1938358992,20517,20520,0.647,0.012,1.61192549243831,15,0.96
0.887004110498224,0.886999340625939,1.49504792869907,185959.719139318,0,3,-86285.7084762816,172579.416952563,172614.480943318,105900.039317198,47379,47382,0.79,0.006,1.49500059833329,16,0.96
0.89823332115817,0.89823056720913,2.5541081756563,326161.92544071,0,3,-174175.527332347,348359.054664694,348395.897024237,482123.468352763,73906,73909,0.805,0.0173,2.55405633892273,17,0.96
0.881406024181994,0.881402855253611,3.1928028854394,278140.089506796,0,3,-193101.932527638,386211.865055275,386248.758074274,762999.783374942,74848,74851,0.698,0.0197,3.19273890162734,18,0.96
0.929528640875178,0.929523323485974,2.23476962761219,174809.216545671,0,3,-58930.0396534356,117868.079306871,117900.820265179,132376.140316926,26506,26509,0.282,0.0179,2.23464317058677,19,0.96
0.959447650437671,0.959442164459646,1.44095525191516,174890.902958275,0,3,-26382.1276499068,52772.2552998136,52802.6613145951,30696.7885301153,14784,14787,0.609,0.0249,1.44080907334497,1,0.99
0.926598465432161,0.926592998109933,1.82091051841848,169479.395368256,0,3,-54197.2619769025,108402.523953805,108435.316634064,89030.2665820533,26851,26854,0.746,0.018,1.82080880388561,2,0.99
0.913149241309038,0.913143963231938,2.27319232597649,173007.939046408,0,3,-73727.6908672618,147463.381734524,147496.988226505,170059.244277408,32910,32913,0.901,0.0128,2.2730887235643,3,0.99
0.868278174013258,0.868256839088414,1.42543775479253,40697.5032892227,0,3,-21901.9793120781,43811.9586241562,43841.6445933979,25089.565245346,12348,12351,0.38,0.0191,1.42526462820481,4,0.99
0.945616274160486,0.945607090047367,1.12058722028196,102962.176294529,0,3,-18155.9465559779,36319.8931119558,36349.4120941031,14871.4412513444,11843,11846,0.821,0.0108,1.12044531691672,5,0.99
0.921588333414529,0.921573231013415,1.57824379031994,61022.636495968,0,3,-19476.7343813063,38961.4687626126,38990.4620038255,25865.0223461209,10384,10387,0.648,0.0121,1.57801585764955,6,0.99
0.863703220549527,0.863691327287795,1.57527461479759,72621.2236811822,0,3,-42941.7179787327,85891.4359574653,85923.5955416746,56875.7533676291,22920,22923,0.778,0.0059,1.57517153102856,7,0.99
0.905779499198265,0.905774303262521,2.5007135942732,174324.615226511,0,3,-84707.6167308242,169423.233461648,169457.228446577,226798.168085296,36267,36270,0.806,0.0176,2.50061017139037,8,0.99
0.879417419170063,0.879410361159537,3.1111107957343,124598.485074726,0,3,-87270.9982917426,174549.996583485,174583.753230982,330722.105788157,34169,34172,0.67,0.019,3.11097422870219,9,0.99
0.931895221856837,0.93188369332901,2.12685617066458,80833.8441621069,0,3,-25685.9089789736,51379.8179579472,51409.3274742348,53445.3553717495,11815,11818,0.29,0.0176,2.12658620224817,10,0.99
0.955681686174523,0.955667912028812,1.49731338108229,69382.2837523863,0,3,-11732.468985995,23472.9379719901,23500.0178648375,14426.9312691166,6435,6438,0.641,0.0246,1.49696447897314,11,0.99
0.929499742438178,0.929488196375688,1.75821047154947,80503.612661991,0,3,-24223.7159204584,48455.4318409168,48485.0735208516,37751.0052083948,12212,12215,0.724,0.0179,1.75799455033308,12,0.99
0.88819462273021,0.888179645452612,2.42890695978014,59302.8083316755,0,3,-34439.6705760202,68887.3411520403,68917.7864672725,88080.8640576773,14930,14933,0.894,0.0124,2.42866296704972,13,0.99
0.857676406855814,0.857621939349827,1.4008902582023,15746.570203886,0,3,-9180.86654257791,18369.7330851558,18395.9809864926,10255.9911121395,5226,5229,0.366,0.0197,1.40048833873966,14,0.99
0.944931429942056,0.94491215160491,1.03624964944331,49015.1937264638,0,3,-8312.68809974546,16633.3761994909,16659.9802976471,6134.69558840455,5713,5716,0.827,0.0106,1.03597767980053,15,0.99
0.924025949124607,0.923995419065987,1.54992234154925,30266.1046489142,0,3,-9247.07348407006,18502.1469681401,18528.1997088202,11956.0443610764,4977,4980,0.648,0.0123,1.54945542714145,16,0.99
0.847069914436889,0.847036773232953,1.66829820897473,25559.4189055491,0,3,-17823.1154719311,35654.2309438622,35682.7526678172,25686.3273579364,9229,9232,0.758,0.0059,1.66802712463296,17,0.99
0.908471075992332,0.908459274184066,2.49355678616884,76977.2780161629,0,3,-36187.2110518295,72382.422103659,72413.0200961432,96444.6904905586,15511,15514,0.805,0.0178,2.49331568032783,18,0.99
0.875629995196189,0.875613154301835,3.0076224719836,51994.26923497,0,3,-37227.7661270252,74463.5322540503,74493.9344799276,133606.361634896,14770,14773,0.639,0.0183,3.00731707275737,19,0.99
